APN,Minority_Owned,Female_Owned,RecordID,BusDesc,B1_PER_SUB_TYPE,DBA,NAICS,Tax_Code,Employee_Num,Bus_Own_Type,B1_BUSINESS_NAME,B1_ADDRESS1,B1_ADDRESS2,B1_CITY,B1_STATE,B1_ZIP,B1_CONTACT_TYPE,B1_FULL_ADDRESS,B1_SITUS_CITY,B1_SITUS_STATE,B1_SITUS_ZIP,Business_Location
058 216702000,,,BL-011741,BOOKKEEPING,Professional SemiProfessional,KEASLEY JONES BOOKKEEPING,541219 - Other Accounting Services,P,1,Sole Ownership,,1810 VIRGINIA ST,,BERKELEY,CA,94703-1325,Business Owner,1810 VIRGINIA ST,BERKELEY,CA,94703,"1810 VIRGINIA ST
BERKELEY, CA 94703
(37.875768, -122.275565)"
ZZZZZZZZZZZZZ,,,BL-013276,ELECTRICAL CONTRACTOR,Construction or Contractor,DIABLO ELECTRIC INC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,2,Corporation,,5673 W LAS POSITAS BLVD STE 216,,PLEASANTON,CA,94588-4077,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
052 157307100,,,BL-015271,ACUPUNCTURE,Professional SemiProfessional,ISAAC MANN-SILVERMAN LAC,621399 - Offices of All Other Miscellaneous Health Practitioners,P,1,Sole Ownership,ISAAC MANN-SILVERMAN LAC,3021 TELEGRAPH AVE STE C,,BERKELEY,CA,947052072,Business Owner,3021 TELEGRAPH AVE C,BERKELEY,CA,94705,"3021 TELEGRAPH AVE C
BERKELEY, CA 94705
(37.855362, -122.259785)"
055 186700900,No,Yes,BL-031104,"MULTI RESIDENTIAL (2)/ROOMING
1 OWNER OCCUPIED
1 GLA RENTAL HOUSE",Rental of Real Property,MCMILLAN THOMAS & INGER,531110 - Lessors of Residential Buildings and Dwellings,L,2,Partnership,MCMILLAN THOMAS & INGER,2725 DWIGHT WAY,,BERKELEY,CA,94704-3112,Business Owner,2727   DWIGHT WAY,BERKELEY,CA,94704,"2727 DWIGHT WAY
BERKELEY, CA 94704
(37.865802, -122.252666)"
,,,BL-012446,"CONVENIENCE STORE - PACKED FOOD & BAKERY, SNACK, CANDY, CONFECTIONARY & NON-ALCOHOLIC BEVERAGES",Retail Trade,TAKE. EAT. EASY,445120 - Convenience Stores,R,2,LLC,TAKE. EAT. EASY,214 DIAPIAN BAY,,ALAMEDA,CA,94502-7911,Business Owner,2433 DURANT AVE G,BERKELEY,CA,94704,"2433 DURANT AVE G
BERKELEY, CA 94704
(37.867712, -122.259778)"
057 204900400,No,No,BL-013790,RENTAL 30 ROOMS,Rental of Real Property,WRIGHT STANLEY B,531110 - Lessors of Residential Buildings and Dwellings,L,6,Sole Ownership,WRIGHT STANLEY B,1035 SAN PABLO AVE STE 12,,ALBANY,CA,94706-2277,Business Owner,1806   WALNUT ST,BERKELEY,CA,94709,"1806 WALNUT ST
BERKELEY, CA 94709
(37.874843, -122.267591)"
054 170901300,No,No,BL-043954,RESIDENTIAL RENTAL PROPERTY - 21 UNITS,Rental of Real Property,BALAJI EQUITY MANAGEMENT,531110 - Lessors of Residential Buildings and Dwellings,L,2,LLC,BALAJI EQUITY MANAGEMENT,2319 SHATTUCK AVE STE A,,BERKELEY,CA,94704-1431,Business Owner,2740   COLLEGE AVE,BERKELEY,CA,94705,"2740 COLLEGE AVE
BERKELEY, CA 94705
(37.860404, -122.253382)"
058 219504300,No,Yes,BL-045517,CONSULTANT,Professional SemiProfessional,TSACONAS HELLA,541611 - Administrative Management and General Management Consulting Services,P,0,Sole Ownership,TSACONAS HELLA,1625 SCENIC AVE,,BERKELEY,CA,94709,Business Owner,1625   SCENIC AVE,BERKELEY,CA,94709,"1625 SCENIC AVE
BERKELEY, CA 94709
(37.878792, -122.262959)"
058 219900900,No,No,BL-020249,ROOMING HOUSE,Non Profit Organizations,UNIVERSITY STUDENTS' COOP,721310 - Rooming and Boarding Houses,N,27,Corporation,UNIVERSITY STUDENTS' COOP,2424 RIDGE RD,,BERKELEY,CA,94709,Business Owner,2519   RIDGE RD,BERKELEY,CA,94709,"2519 RIDGE RD
BERKELEY, CA 94709
(37.87612, -122.259734)"
056 200900400,No,No,BL-003124,RESIDENTIAL RENTAL PROP,Rental of Real Property,COULON ROBINSON & TERESA,531110 - Lessors of Residential Buildings and Dwellings,L,2,Sole Ownership,COULON ROBINSON & TERESA,2200 ROOSEVELT AVE,,BERKELEY,CA,94703,Business Owner,2200   ROOSEVELT AVE,BERKELEY,CA,94703,"2200 ROOSEVELT AVE
BERKELEY, CA 94703
(37.868194, -122.276063)"
ZZZZZZZZZZZZZ,No,No,BL-015967,BERKELEY IT TEST LICENSE (FOR TESTING PURPOSES ONLY),Recycling,BERKELEY IT TEST LICENSE (FOR TESTING PURPOSES ONLY),,RC,0,,,123 Test St.,,Berkeley,CA,94704,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
,No,No,BL-004868,GENERAL CONTRACTOR,Construction or Contractor,FORD J DAVID,236116 - New Multifamily Housing Construction (except For-Sale Builders),C,4,Sole Ownership,,2342 SHATTUCK AVE # 372,,BERKELEY,CA,94704-1517,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
052 157307100,,,BL-009463,ACUPUNCTURE,Professional SemiProfessional,DEBORAH ROSEN LIC ACUPUNCTURIST,621399 - Offices of All Other Miscellaneous Health Practitioners,P,0,Sole Ownership,DEBORAH ROSEN LIC ACUPUNCTURIST,3021 TELEGRAPH AVE STE A,,BERKELEY,CA,94705-2072,Business Owner,3021 TELEGRAPH AVE A,BERKELEY,CA,94705,"3021 TELEGRAPH AVE A
BERKELEY, CA 94705
(37.855362, -122.259785)"
055 189100500,No,No,BL-048494,RENTAL PROPERTY,Rental of Real Property,HASTE PARTNERS LLC,531110 - Lessors of Residential Buildings and Dwellings,L,0,LLC,HASTE PARTNERS LLC,2941 TELEGRAPH AVE,,BERKELEY,CA,94705-2017,Business Owner,2137   HASTE ST,BERKELEY,CA,94704,"2137 HASTE ST
BERKELEY, CA 94704
(37.8651, -122.265764)"
052 155503500,No,No,BL-048177,ACUPUNCTURE,Professional SemiProfessional,THE YELLOW EMPEROR,621399 - Offices of All Other Miscellaneous Health Practitioners,P,1,Sole Ownership,,3111 SHATTUCK AVE,,BERKELEY,CA,94705-1822,Business Owner,3111   SHATTUCK AVE COM,BERKELEY,CA,94705,"3111 SHATTUCK AVE COM
BERKELEY, CA 94705
(37.852624, -122.266151)"
056 199702700,No,Yes,BL-045509,RESIDENTIAL RENTAL,Rental of Real Property,GARCIA MARY & RODRIGUEZ CESAR,531110 - Lessors of Residential Buildings and Dwellings,L,0,,GARCIA MARY & RODRIGUEZ CESAR,1035 SAN PABLO AVE STE 12,,BERKELEY,CA,94706,Business Owner,2142   SACRAMENTO ST,BERKELEY,CA,94702,"2142 SACRAMENTO ST
BERKELEY, CA 94702
(37.867722, -122.281794)"
,No,No,BL-007652,LIQUOR STORE,Retail Trade,LEDGERS LIQUORS LLC,"445310 - Beer, Wine, and Liquor Stores",R,3,LLC,LEDGERS LIQUORS LLC,1399 UNIVERSITY AVE,,BERKELEY,CA,94702-1710,Business Owner,1399   UNIVERSITY AVE,BERKELEY,CA,94702,"1399 UNIVERSITY AVE
BERKELEY, CA 94702
(37.870121, -122.284626)"
053 164401403,,,BL-015387,LEVERAGES PROTEIN COUPLING TECHNOLOGY TO BUILD NEW PROTEIN THERAPEUTICS,Professional SemiProfessional,CATENA BIOSCIENCES INC,541711 - Research and Development in Biotechnology,P,2,Corporation,,5205 ERNEST AVE,,EL CERRITO,CA,94530-2153,Business Owner,820 HEINZ AVE,BERKELEY,CA,94710,"820 HEINZ AVE
BERKELEY, CA 94710
(37.85331, -122.292732)"
ZZZZZZZZZZZZZ,,,BL-007331,DESIGN-BUILD SERVICES,Professional SemiProfessional,DESIGN DRAW BUILD INC,541310 - Architectural Services,P,18,Corporation,DESIGN DRAW BUILD INC,2866 WEBSTER STREET,,OAKLAND,CA,94609,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
052 151901100,Yes,No,BL-053794,RENTAL PROPERTY,Rental of Real Property,MAHER ZACKY,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,MAHER ZACKY,PO BOX 8433,,EMERYVILLE,CA,94662,Business Owner,1413   ALCATRAZ AVE,BERKELEY,CA,94702,"1413 ALCATRAZ AVE
BERKELEY, CA 94702
(37.847741, -122.278911)"
063 297202301,No,No,BL-003263,CONSULTING SERVICE/BUSINESS,Professional SemiProfessional,CHAMBERS RICHARD L,541613 - Marketing Consulting Services,P,1,Corporation,CHAMBERS RICHARD L,962 EUCLID AVE,,BERKELEY,CA,94708-1436,Business Owner,962   EUCLID AVE,BERKELEY,CA,94708,"962 EUCLID AVE
BERKELEY, CA 94708
(37.893052, -122.264977)"
,No,Yes,BL-025362,RENTAL PROPERTY,Rental of Real Property,ROBERTS FIFTH STREET LLC,"711310 - Promoters of Performing Arts, Sports, and Similar Events with Facilities",L,1,LLC,ROBERTS FIFTH STREET LLC,2172 STONEHAVEN DR,,LOS ALTOS,CA,94024-7045,Business Owner,1246   FIFTH ST,BERKELEY,CA,94710,"1246 FIFTH ST
BERKELEY, CA 94710
(37.879389, -122.30257)"
055 183000700,No,Yes,BL-003425,RESIDENTIAL RENTAL 7-UNIT,Rental of Real Property,CONNOR JOE & ADELE,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,CONNOR JOE & ADELE,1205 STANFORD AVE,,OAKLAND,CA,94608-2621,Business Owner,2231   BLAKE ST,BERKELEY,CA,94704,"2231 BLAKE ST
BERKELEY, CA 94704
(37.863555, -122.263536)"
059 231600900,,,BL-009639,PSYCHOTHERAPY,Professional SemiProfessional,JASON BRAND LCSW,621399 - Offices of All Other Miscellaneous Health Practitioners,P,0,Sole Ownership,JASON BRAND LCSW,1530 5TH ST,,BERKELEY,CA,94710-1713,Business Owner,1530 FIFTH ST,BERKELEY,CA,94710,"1530 FIFTH ST
BERKELEY, CA 94710
(37.874097, -122.300858)"
060 245100300,,,BL-008361,RENTAL PROPERTY,Rental of Real Property,MILLER & MERRITT FAMILY TRUST,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,MILLER & MERRITT FAMILY TRUST,8201 SANTA ROSA RD,,BUELLTON,CA,93427,Business Owner,1936 BERRYMAN ST,BERKELEY,CA,94709,"1936 BERRYMAN ST
BERKELEY, CA 94709
(37.883487, -122.272547)"
057 201302900,,,BL-006652,IMPORT & WHOLESALE LIQUOR,Wholesale Trade,TERRANOVA SPIRITS LLC,424820 - Wine and Distilled Alcoholic Beverage Merchant Wholesalers,W,1,Corporation,,1200 LAKESHORE AVE APT 24A,,OAKLAND,CA,94606-1634,Business Owner,2221 ROOSEVELT AVE,BERKELEY,CA,94703,"2221 ROOSEVELT AVE
BERKELEY, CA 94703
(37.867644, -122.276008)"
052 158401500,No,Yes,BL-033090,RESIDENTIAL RENTAL - 4 UNITS,Rental of Real Property,MASURET MILES R & SUZANNE,531110 - Lessors of Residential Buildings and Dwellings,L,4,Sole Ownership,MASURET MILES R & SUZANNE,5690 OCEAN VIEW DR,,OAKLAND,CA,94618,Business Owner,3040   FULTON ST,BERKELEY,CA,94705,"3040 FULTON ST
BERKELEY, CA 94705
(37.854222, -122.263219)"
054 177801900,No,No,BL-042078,DOCUMENT TRANSLATION,Professional SemiProfessional,"ION TRANSLATIONS, LLC",541930 - Translation and Interpretation Services,P,7,LLC,"ION TRANSLATIONS, LLC",940 DWIGHT WAY STE 1,,BERKELEY,CA,94710-2528,Business Owner,940 DWIGHT WAY,BERKELEY,CA,94710,"940 DWIGHT WAY
BERKELEY, CA 94710
(37.860571, -122.292172)"
,Yes,No,BL-011796,RESIDENTIAL RENTAL,Rental of Real Property,SUM YUNGHEUNG & N C,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,SUM YUNGHEUNG & N C,P O BOX 149,,SAN MATEO,CA,94401,Business Owner,2527 DWIGHT WAY,BERKELEY,CA,94704,"2527 DWIGHT WAY
BERKELEY, CA 94704
(37.865278, -122.257229)"
053 168603200,,,BL-013326,ART & CRAFT,Retail Trade,ODA ASAKI,"453220 - Gift, Novelty, and Souvenir Stores",R,0,Sole Ownership,ODA ASAKI,2160 OREGON ST,,BERKELEY,CA,94705-1005,Business Owner,2160 OREGON ST,BERKELEY,CA,94705,"2160 OREGON ST
BERKELEY, CA 94705
(37.857886, -122.264816)"
058 213900402,No,Yes,BL-037745,WRITING & RESEARCH CONSULTANT,Professional SemiProfessional,SMOOTH SAILING INC,541720 - Research and Development in the Social Sciences and Humanities,P,2,Corporation,SMOOTH SAILING INC,1610 FRANKLIN ST,,BERKELEY,CA,94702,Business Owner,1610   FRANKLIN ST,BERKELEY,CA,94702,"1610 FRANKLIN ST
BERKELEY, CA 94702
(37.875798, -122.286101)"
052 157201700,,,BL-013297,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,HUI PROPERTIES,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,2,Partnership,HUI PROPERTIES,219 HIGH EAGLE RD,,ALAMO,CA,94507-2012,Business Owner,2999 TELEGRAPH AVE,BERKELEY,CA,94705,"2999 TELEGRAPH AVE
BERKELEY, CA 94705
(37.856451, -122.259592)"
053 167200900,,,BL-011235,RENTAL PROPERTY - 3 UNITS,Rental of Real Property,"YIN, WAN-CHIH",531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,"YIN, WAN-CHIH",PO BOX 610663,,SAN JOSE,CA,951610663,Business Owner,1507 RUSSELL ST,BERKELEY,CA,94703,"1507 RUSSELL ST
BERKELEY, CA 94703
(37.854976, -122.27895)"
063 297604400,No,Yes,BL-021665,GRAPHIC DESIGN,Professional SemiProfessional,THE PALISADE GROUP,541430 - Graphic Design Services,P,1,Sole Ownership,THE PALISADE GROUP,1079 CRAGMONT AVE,,BERKELEY,CA,94708,Business Owner,1079   CRAGMONT AVE,BERKELEY,CA,94708,"1079 CRAGMONT AVE
BERKELEY, CA 94708
(37.891418, -122.261351)"
054 172800804,No,No,BL-018170,RESIDENTIAL RENTAL PROPERTY 8 UNITS,Rental of Real Property,BUXTON JAMES & MARTHA,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,BUXTON JAMES & MARTHA,120 VILLAGE SQ #130,,ORINDA,CA,94563,Business Owner,1727   WARD ST,BERKELEY,CA,94703,"1727 WARD ST
BERKELEY, CA 94703
(37.858535, -122.274368)"
064 423600300,No,Yes,BL-029685,PSYCHOTHERAPIST,Professional SemiProfessional,SARNAT JOAN PHD,621330 - Offices of Mental Health Practitioners (except Physicians),P,0,Sole Ownership,SARNAT JOAN PHD,37 HILL RD,,BERKELEY,CA,94708-2131,Business Owner,3030   ASHBY AVE,BERKELEY,CA,94705,"3030 ASHBY AVE
BERKELEY, CA 94705
(37.858089, -122.244399)"
,,,BL-014306,SAILBOAT CHARTER - 6 PASSENGERS,Entertainment Recreation,DEIST CHALRES RYAN,485999 - All Other Transit and Ground Passenger Transportation,E,1,Sole Ownership,DEIST CHALRES RYAN,1000 6TH ST APT 105,,ALBANY,CA,947062684,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-010019,FIRE SYSTEMS & INSTALLATION SERVICE,Construction or Contractor,BAY STAR FIRE PROTECTION,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,0,Corporation,,PO BOX 3791,,HAYWARD,CA,94540-3791,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-014971,SEISMIC RETROFITTING,Construction or Contractor,RLFC CONSTRUCTION,238990 - All Other Specialty Trade Contractors,C,1,Sole Ownership,,37812 MOSSWOOD DR,,FREMONT,CA,94536-6643,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
053 169101601,No,Yes,BL-035817,ENVIRONMENTAL SCIENCES,Professional SemiProfessional,STILLWATER SCIENCES,541620 - Environmental Consulting Services,P,28,Sole Ownership,STILLWATER SCIENCES,2855 TELEGRAPH AVE STE 400,,BERKELEY,CA,94705,Business Owner,2855   TELEGRAPH AVE 400,BERKELEY,CA,94705,"2855 TELEGRAPH AVE 400
BERKELEY, CA 94705
(37.858488, -122.259321)"
057 202300400,No,No,BL-050930,FINANCIAL SERVICES BROKER/DEALER,Professional SemiProfessional,WELLS FARGO CLEARING SERVICES LLC,523140 - Commodity Contracts Brokerage,P,2,Corporation,WELLS FARGO CLEARING SERVICES LLC,1 N JEFFERSON AVE STE H,,SAINT LOUISE,MO,63103,Business Owner,2144   SHATTUCK AVE,BERKELEY,CA,94704,"2144 SHATTUCK AVE
BERKELEY, MO 94704
(37.870643, -122.268214)"
056 196301507,,,BL-012934,WIRELESS TECHNOLOGY,Professional SemiProfessional,CAYUGA WIRELESS LLC,541519 - Other Computer Related Services,P,0,LLC,CAYUGA WIRELESS LLC,PO BOX 48463,,LOS ANGELES,CA,900480463,Business Owner,2217 FIFTH ST,BERKELEY,CA,94710,"2217 FIFTH ST
BERKELEY, CA 94710
(37.86452, -122.297776)"
ZZZZZZZZZZZZZ,,,BL-016383,"HVAC SYSTEMS INSTALLATION, REPAIRS AND MAINTENANCE",Construction or Contractor,PLUM HVAC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,0,Sole Ownership,,453 N RENGSTORFF AVE APT 11,,MOUNTAIN VIEW,CA,94043-2871,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-012237,PERFORM REPAIR/NEW PG&E UTILITIES,Construction or Contractor,UTILITY CONSTRUCTION SERVICES INC,238990 - All Other Specialty Trade Contractors,C,50,Corporation,"UTILITY CONSTRUCTION SERVICES, INC",263 S MAPLE AVE,,S SAN FRAN,CA,94080-6305,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-013279,TILE & STONE - INSTALL & PROVIDE,Construction or Contractor,D & J TILE COMPANY INC,238340 - Tile and Terrazzo Contractors,C,45,Corporation,,1045 TERMINAL WAY,,SAN CARLOS,CA,94070-3226,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
053 160900201,,,BL-003921,MOBILE MUSIC-LESSONS,Business Personal Repair Svs,KC & FRIENDS LLC,812990 - All Other Personal Services,B,1,LLC,KC & FRIENDS LLC,2906 KING ST #3,,BERKELEY,CA,94703-2180,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
052 156803400,No,No,BL-014649,PET & PLANT & MISC MERCHANDISE,Retail Trade,YOUR BASIC BIRD,453910 - Pet and Pet Supplies Stores,R,4,Sole Ownership,YOUR BASIC BIRD,2940 COLLEGE AVE,,BERKELEY,CA,94705,Business Owner,2940   COLLEGE AVE,BERKELEY,CA,94705,"2940 COLLEGE AVE
BERKELEY, CA 94705
(37.857597, -122.253106)"
ZZZZZZZZZZZZZ,Yes,Yes,BL-008589,WINDOW COVERINGS,Retail Trade,MARSH INTERIORS,442299 - All Other Home Furnishings Stores,R,3,LLC,MARSH INTERIORS,3514 CALANDRIA AVE,,OAKLAND,CA,94605-4406,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
,,,BL-006293,HVAC,Construction or Contractor,SUPREME PLUMBING & HEATING INC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,0,Corporation,,2900 GLASCOCK ST APT A,,OAKLAND,CA,94601-2100,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
052 151801600,No,Yes,BL-045421,RESIDENTIAL RENTAL - 3 UNITS,Rental of Real Property,HANNAH KAT,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,HANNAH KAT,5939 181A ST,,SURREY,BC,V3S 4T3,Business Owner,1301   ALCATRAZ AVE,BERKELEY,CA,94702,"1301 ALCATRAZ AVE
BERKELEY, BC 94702
(37.847441, -122.281179)"
057 203401100,,,BL-014797,DENTAL OFFICE,Professional SemiProfessional,OFFICE OF DR PAKRAVAN DDS INC,621210 - Offices of Dentists,P,2,Corporation,OFFICE OF DR PAKRAVAN DDS INC,2136 UNIVERSITY AVE,,BERKELEY,CA,94704-1026,Business Owner,2136 UNIVERSITY AVE,BERKELEY,CA,94704,"2136 UNIVERSITY AVE
BERKELEY, CA 94704
(37.872238, -122.267315)"
061 261200200,No,Yes,BL-039643,FINANCIAL PLANNING & ASSET MNGT,Professional SemiProfessional,NORTH BERKELEY INVESTMENT PART,523930 - Investment Advice,P,12,LLC,NORTH BERKELEY INVESTMENT PART,900 COLUSA AVE STE 201,,BERKELEY,CA,94707,Business Owner,900   COLUSA AVE 203,BERKELEY,CA,94707,"900 COLUSA AVE 203
BERKELEY, CA 94707
(37.891368, -122.279257)"
ZZZZZZZZZZZZZ,Yes,No,BL-032429,PLUMBING/ROOTER,Construction or Contractor,RVO ROOTER & PLUMBING,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,3,Sole Ownership,,166 WALNUT COURT,,HERCULES,CA,94547,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-014678,FIRE PROTECTION,Construction or Contractor,UNITED FIRE SPRINKLERS INC,238990 - All Other Specialty Trade Contractors,C,4,Corporation,,80 W G ST STE E,,LOS BANOS,CA,93635-3659,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
052 157307100,No,Yes,BL-042763,PSYCHOTHERAPIST PRACTICE,Professional SemiProfessional,SUTTER MARIA M MFT,621330 - Offices of Mental Health Practitioners (except Physicians),P,0,Sole Ownership,SUTTER MARIA M MFT,3021 TELEGRAPH AVE STE E,,BERKELEY,CA,94705,Business Owner,3021   TELEGRAPH AVE,BERKELEY,CA,94705,"3021 TELEGRAPH AVE
BERKELEY, CA 94705
(37.855362, -122.259785)"
055 188901800,No,No,BL-019710,RESIDENTIAL RENTAL 16 UNITS,Rental of Real Property,LAKIREDDY BALIREDDY,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,LAKIREDDY BALIREDDY,2171 ALLSTON WAY,,BERKELEY,CA,94704-1301,Business Owner,2218   HASTE ST,BERKELEY,CA,94704,"2218 HASTE ST
BERKELEY, CA 94704
(37.865264, -122.264553)"
057 205300402,,,BL-001997,PROPERTY MANAGEMENT,Professional SemiProfessional,JOHN GORDON & JANIS MITCHELL,531312 - Nonresidential Property Managers,P,2,Sole Ownership,JOHN GORDON & JANIS MITCHELL,2091 ROSE ST,,BERKELEY,CA,94709-1963,Business Owner,2091 ROSE ST,BERKELEY,CA,94709,"2091 ROSE ST
BERKELEY, CA 94709
(37.881945, -122.270281)"
ZZZZZZZZZZZZZ,No,No,BL-028651,WINDOW CLEANING,Business Personal Repair Svs,TAYLOR SCOTT,561720 - Janitorial Services,B,0,Sole Ownership,TAYLOR SCOTT,2342 GRANADA CT,,PINOLE,CA,94564,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,No,No,BL-008385,GENERAL CONTRACTOR,Construction or Contractor,DOT CONSTRUCTORS,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,0,Sole Ownership,,1909 SEVENTH ST,,BERKELEY,CA,94710,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
,,,BL-009916,ASPHALT & PAVING/RESTORATION,Construction or Contractor,MISSION CONSTRUCTORS INC,238990 - All Other Specialty Trade Contractors,C,50,Corporation,,195 BAYSHORE BLVD,,SAN FRANCISCO,CA,94124-1504,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
052 153702000,,,BL-015395,CERTIFIED MEDICAL INTERPRETER,Professional SemiProfessional,ESTELAR SPANISH INTERPRETING,541930 - Translation and Interpretation Services,P,1,Sole Ownership,,1418 FAIRVIEW ST,,BERKELEY,CA,94702,Business Owner,1418 FAIRVIEW ST,BERKELEY,CA,94702,"1418 FAIRVIEW ST
BERKELEY, CA 94702
(37.849475, -122.279106)"
ZZZZZZZZZZZZZ,No,No,BL-049853,GENERAL CONTRACTOR,Construction or Contractor,JA DESIGN AND CONSTRUCTION INC,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,3,Corporation,,3350 BETTY LN,,LAFAYETTE,CA,94549,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-010934,ARCHITECTUAL SERVICES,Professional SemiProfessional,LEDDY MAYTUM STACY ARCHITECTS,541310 - Architectural Services,P,36,Corporation,LEDDY MAYTUM STACY ARCHITECTS,1940 BRYANT ST,,SAN FRANCISCO,CA,94110-1409,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-014504,GENERAL CONTRACTOR,Construction or Contractor,LARA ROGELIO E,236116 - New Multifamily Housing Construction (except For-Sale Builders),C,5,Sole Ownership,,4056 CHANUTE ST,,SAN DIEGO,CA,92154-1703,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
,No,No,BL-015128,ARTIST,Entertainment Recreation,HOWARD MILDRED,"711510 - Independent Artists, Writers, and Performers",E,0,Sole Ownership,,PO BOX 99626,,EMERYVILLE,CA,94662-9626,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
055 189602501,No,No,BL-012076,WINDOW COVERING,Retail Trade,SUN SPOT SYSTEMS,444190 - Other Building Material Dealers,R,1,Sole Ownership,SUN SPOT SYSTEMS,2020 CHANNING WAY APT 6,,BERKELEY,CA,94704-1963,Business Owner,2020   CHANNING WAY 6D,BERKELEY,CA,94704,"2020 CHANNING WAY 6D
BERKELEY, CA 94704
(37.865633, -122.268734)"
054 171500201,No,Yes,BL-048241,PSYCHOTHERAPY,Professional SemiProfessional,SILVERSTEIN MARSHA,"621112 - Offices of Physicians, Mental Health Specialists",P,0,Sole Ownership,SILVERSTEIN MARSHA,2702 DANA ST,,BERKELEY,CA,94705,Business Owner,2702   DANA ST,BERKELEY,CA,94705,"2702 DANA ST
BERKELEY, CA 94705
(37.860983, -122.259923)"
ZZZZZZZZZZZZZ,,,BL-013477,CUSTOMER CABINETS & FURNITURE,Construction or Contractor,BO WILLIAMS INC,238990 - All Other Specialty Trade Contractors,C,6,Corporation,,130 HAMILTON DR STE H,,NOVATO,CA,94949-5627,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-014580,PLUMBING CONTRACTOR,Construction or Contractor,BELLANTI PLUMBING INC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,10,Corporation,,"121 SO. MAPLE AVE., #10",,SO. SAN FRANCISCO,CA,94080-6320,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
